Titulo,Precio,Precio Oferta,Editorial,Descuento,Formato,Autor,URL Libro,Idioma,Pagínas,ISBN,Origen,Encuadernación,Año,Dimen Largo,Dimen Ancho,Genero,Total Reviews,Valoración,Estado,Unidades,Imagen URL
Encuentra tu Persona Vitamina,20900,17770,Espasa,0.15,Libro Físico,Marian Rojas Estapé,https://www.buscalibre.cl/libro-encuentra-tu-persona-vitamina/9789569973222/p/53618614,Español,328,9789569973222,Chile,Tapa Blanda,2021,15.00,23.00,Soft skills: habilidades emocionales y relaciones interpersonales,76,5.0,Libro Nuevo,100,https://images.cdn1.buscalibre.com/fit-in/360x360/8d/2a/8d2a170b57f49cf168e6bf4ecccec8e9.jpg
Blackwater / Parte ii: El Dique,12000,10200,Blackie Books,0.15,Libro Físico,Michael McDowell,https://www.buscalibre.cl/libro-blackwater-parte-ii-el-dique/9789878453521/p/62718905,Español,272,9789878453521,Chile,Tapa Blanda,2024,11.00,16.00,Ficción sobre distopías y utopías,3,4.5,Libro Nuevo,41,https://images.cdn1.buscalibre.com/fit-in/360x360/05/8c/058c86b232a9a58a443a5e20b7c486e4.jpg
Tiempos Mejores,17900,15220,Editorial Planeta Chilena S.A.,0.15,Libro Físico,Selume Jorge,https://www.buscalibre.cl/libro-tiempos-mejores/9789564085975/p/62054327,Español,224,9789564085975,Chile,Tapa Blanda,2024,15.00,23.00,Sociedad y ciencias sociales,13,5.0,Libro Nuevo,100,https://images.cdn1.buscalibre.com/fit-in/360x360/23/8e/238e7a7bbef78eaa7ef6d544dc0e393a.jpg
Ser justo en un mundo injusto,18000,15300,CONECTA,0.15,Libro Físico,Ryan Holiday,https://www.buscalibre.cl/libro-ser-justo-en-un-mundo-injusto/9789569328466/p/62879303,Español,304,9789569328466,Chile,Tapa Blanda,2024,15.00,23.00,Autoayuda y desarrollo personal,0,0.0,Libro Nuevo,100,https://images.cdn1.buscalibre.com/fit-in/360x360/e3/c3/e3c3e296ba2f5b5f10b91358c874997f.jpg
Juego de tronos (Canción de hielo y fuego 1),33140,19880,Penguin Random House,0.40,Libro Físico,George R. R. Martin,https://www.buscalibre.cl/libro-juego-de-tronos-cancion-de-hielo-y-fuego-1/9786287513976/p/54955499,Español,800,9786287513976,Chile,Tapa Dura,2023,21.00,13.00,Ficción literaria,89,5.0,Libro Nuevo,24,https://images.cdn2.buscalibre.com/fit-in/360x360/a9/38/a938366ae95be88c1c6350f7a727026a.jpg
Tu Cuerpo es Tuyo,18400,15640,Nubeocho,0.15,Libro Físico,Lucía Serrano,https://www.buscalibre.cl/libro-tu-cuerpo-es-tuyo/9788418599408/p/53675710,Español,40,9788418599408,Chile,Tapa Dura,2021,,,"Cuestiones sobre educación sexual y las realidades de la vida; Cuidado y desarrollo infantil; Educación infantil - españa; Ficción infantil y juvenil: cuentos, relatos cortos; Hacer frente al abuso; Psicología del desarrollo infantil; Salud infantil; Sexo y sexualidad: consejos y temas; Ética social",45,4.5,Libro Nuevo,11,https://images.cdn1.buscalibre.com/fit-in/360x360/55/9a/559ae08927390be9798d6d1e0b9f86c2.jpg
Perrunos y Gatunos,15000,12750,Penguin Random House Grupo Editorial,0.15,Libro Físico,Roubaud Rojas Enzo,https://www.buscalibre.cl/libro-perrunos-y-gatunos/9789566355229/p/62070932,Español,224,9789566355229,Chile,Tapa Blanda,2024,21.00,0.00,"Animales de laboratorio; Animales exóticos y de zoológico; Animales grandes; Estilos de vida, aficiones y ocio; Etología y conducta animal; Medicina complementaria para animales; Salud, relaciones y desarrollo personal",7,5.0,Libro Nuevo,100,https://images.cdn3.buscalibre.com/fit-in/360x360/6b/32/6b32d1aaddf16ecd20c62d19d7318743.jpg
La Asistenta 3,17000,14450,Suma,0.15,Libro Físico,Freida McFadden,https://www.buscalibre.cl/libro-la-asistenta-3/9789566190400/p/62004980,Español,368,9789566190400,Chile,Tapa Blanda,2024,15.00,23.00,Aventuras de ficción; Ficción literaria; Thriller,14,4.0,Libro Nuevo,100,https://images.cdn3.buscalibre.com/fit-in/360x360/e1/7b/e17bd3d77964471d6d60f4f9dae8153b.jpg
Twisted 1. Twisted Love,19900,14930,Planeta,0.25,Libro Físico,Ana Huang,https://www.buscalibre.cl/libro-twisted-1-twisted-love/9789566145301/p/54454758,Español,384,9789566145301,Chile,Tapa Blanda,2023,14.00,0.00,Ficción erótica,41,4.5,Libro Nuevo,100,https://images.cdn2.buscalibre.com/fit-in/360x360/e0/6c/e06c69bf2074982cdf75b8f24f2a5247.jpg
El Niño que Perdió la Guerra,25000,21250,Penguin Random House Grupo Editorial,0.15,Libro Físico,Julia Navarro,https://www.buscalibre.cl/libro-el-nino-que-perdio-la-guerra/9789566129738/p/62355530,Español,640,9789566129738,Chile,Tapa Blanda,2024,,,Ficción moderna y contemporánea,10,4.5,Libro Nuevo,100,https://images.cdn3.buscalibre.com/fit-in/360x360/a3/11/a3116e0b53cfd2eca337758811fe3b3a.jpg
La Hipótesis del Amor (Bolsillo),13990,11890,Contraluz Editorial,0.15,Libro Físico,Ali Hazelwood,https://www.buscalibre.cl/libro-la-hipotesis-del-amor-bolsillo/9788419822178/p/56143726,Español,416,9788419822178,Chile,Tapa Blanda,2024,20.00,13.00,Cuestiones sobre relaciones romances y amor; Novelas dark romance; Novelas de amor contemporáneo; Novelas de amor del salvaje oeste; Novelas de amor erótico; Novelas de amor históricas; Novelas de amor puro; Novelas románticas con médicos y doctores; Novelas románticas de fantasía y paranormal; Novelas románticas de viajes en el tiempo; Novelas sobre la vida en familia,11,4.5,Libro Nuevo,100,https://images.cdn3.buscalibre.com/fit-in/360x360/7c/e7/7ce7d9fdd294e0f9fd66229a4b2b9434.jpg
La Revuelta,17900,5370,Planeta,0.70,Libro Físico,Laura Landaeta L.,https://www.buscalibre.cl/libro-la-revuelta/9789564080239/p/53662555,Español,228,9789564080239,Chile,Tapa Blanda,2021,15.00,23.00,Corrupción en el gobierno y la sociedad; Ficción,26,4.5,Libro Nuevo,100,https://images.cdn3.buscalibre.com/fit-in/360x360/15/1e/151e982b73f8117198e585e66d2cd201.jpg
Tal vez Ahora,13900,11820,Booket,0.15,Libro Físico,Colleen Hoover,https://www.buscalibre.cl/libro-tal-vez-ahora/9789566165897/p/55194429,Español,512,9789566165897,Chile,Tapa Blanda,2023,12.00,0.00,Literatura juvenil,2,5.0,Libro Nuevo,100,https://images.cdn2.buscalibre.com/fit-in/360x360/2f/4e/2f4ebb67afc3681346da83dff0c3e5b8.jpg
Tal vez mañana,13900,11820,Booket,0.15,Libro Físico,Colleen Hoover,https://www.buscalibre.cl/libro-tal-vez-manana/9789566165514/p/54375286,Español,560,9789566165514,Chile,Tapa Blanda,2022,12.00,0.00,Novelas de amor contemporáneo,10,4.5,Libro Nuevo,100,https://images.cdn3.buscalibre.com/fit-in/360x360/e8/99/e8996f78a7d03d70d4075a8e86349def.jpg
Proyecto Hail Mary,18000,15300,Penguin Random House Grupo Editorial,0.15,Libro Físico,Andy Weir,https://www.buscalibre.cl/libro-proyecto-hail-mary/9789566190448/p/62884122,Español,544,9789566190448,Chile,Tapa Blanda,2024,23.00,0.00,Ficción,2,5.0,Libro Nuevo,49,https://images.cdn3.buscalibre.com/fit-in/360x360/60/62/60621c4a8585650c3b5dc950cbfb88ed.jpg
El Hombre más Rico de Babilonia,10778,7010,Skla,0.35,Libro Físico,George S. Clason,https://www.buscalibre.cl/libro-el-hombre-mas-rico-de-babilonia/9789587231519/p/52764929,Español,158,9789587231519,Chile,Tapa Blanda,2017,12.50,21.00,Economía monetaria; Finanzas personales; Manuales de economía,213,5.0,Libro Nuevo,27,https://images.cdn3.buscalibre.com/fit-in/360x360/f7/02/f70261428450baeb598dde9e0bce7fc8.jpg
Las Mujeres que Aman Demasiado,28680,17210,Vergara,0.40,Libro Físico,Robin Norwood,https://www.buscalibre.cl/libro-las-mujeres-que-aman-demasiado/9789585677111/p/50833580,Español,336,9789585677111,Chile,Tapa Blanda,2018,21.50,14.00,"Citas, relaciones, convivencia y matrimonio; Motivación, autoestima y actitud positiva; Psicología de género",21,4.5,Libro Nuevo,16,https://images.cdn1.buscalibre.com/fit-in/360x360/a1/36/a13647a0d6eaa24622985713d1960aa8.jpg
Una Corte de Hielo y Estrellas,23900,17930,Planeta,0.25,Libro Físico,Sarah J. Maas,https://www.buscalibre.cl/libro-una-corte-de-hielo-y-estrellas/9789564080093/p/53671145,Español,240,9789564080093,Chile,Tapa Blanda,2021,15.00,23.00,Ficción infantil y juvenil: general; Ficción infantil y juvenil: romántica,14,4.5,Libro Nuevo,100,https://images.cdn1.buscalibre.com/fit-in/360x360/61/d8/61d846f538c6481063afdd9ab0f211f9.jpg
Pecados 1. Rey de la ira,21900,16430,Editorial Planeta Chilena S.A.,0.25,Libro Físico,Ana Huang,https://www.buscalibre.cl/libro-pecados-1-rey-de-la-ira/9789566145820/p/61996613,Español,496,9789566145820,Chile,Tapa Blanda,2024,14.00,0.00,Ficción,8,5.0,Libro Nuevo,100,https://images.cdn1.buscalibre.com/fit-in/360x360/a7/8b/a78ba1239f51cfdfad87b7bd036637c8.jpg
Cementerio de animales,14000,11900,Debolsillo,0.15,Libro Físico,Stephen King,https://www.buscalibre.cl/libro-cementerio-de-animales/9788466348089/p/51970513,Español,488,9788466348089,Chile,Tapa Blanda,2020,21.50,14.20,Terror y sobrenatural,20,5.0,Libro Nuevo,51,https://images.cdn2.buscalibre.com/fit-in/360x360/e8/95/e89595cad17376ecdb93d45b65ae4835.jpg
Culpa mia (Culpables #1),18000,6300,Montena,0.65,Libro Físico,Mercedes Ron,https://www.buscalibre.cl/libro-culpa-mia-culpables-1/9789568474928/p/50437784,Español,448,9789568474928,Chile,Tapa Blanda,2018,15.00,21.00,Cuestiones sobre la familia y sus miembros; Ficción infantil y juvenil: familiar; Ficción infantil y juvenil: romántica,33,5.0,Libro Nuevo,48,https://images.cdn1.buscalibre.com/fit-in/360x360/89/f6/89f644b8ac6e29d74076c06405207bc1.jpg
La Serpiente y las Alas de la Noche,23900,17930,Editorial Planeta Chilena S.A.,0.25,Libro Físico,Carissa Broadbent,https://www.buscalibre.cl/libro-la-serpiente-y-las-alas-de-la-noche/9789564086217/p/62374598,Español,576,9789564086217,Chile,Tapa Blanda,2024,15.00,23.00,Fantasía,2,5.0,Libro Nuevo,100,https://images.cdn1.buscalibre.com/fit-in/360x360/17/62/1762c286eefe3ca37f91ba008989593b.jpg
La Tercera Guerra Mundial ya Está Aquí,19900,5970,Mr,0.70,Libro Físico,Cristina Martín Jiménez,https://www.buscalibre.cl/libro-la-tercera-guerra-mundial-ya-esta-aqui/9789569995217/p/53590333,Español,496,9789569995217,Chile,Tapa Blanda,2021,23.00,15.00,Divulgación científica; Ficción moderna y contemporánea,22,4.5,Libro Nuevo,37,https://images.cdn3.buscalibre.com/fit-in/360x360/04/72/047292bd085bad7a9ca05515fdba1045.jpg
El Misterio de Salem's lot,14000,11900,Debolsillo,0.15,Libro Físico,Stephen King,https://www.buscalibre.cl/libro-el-misterio-de-salem-s-lot/9786073816861/p/54299754,Español,528,9786073816861,Chile,Tapa Blanda,2022,,,Ocultismo,4,5.0,Libro Nuevo,100,https://images.cdn1.buscalibre.com/fit-in/360x360/56/cb/56cbef672242afcf5cff1ceec831eeec.jpg
La Madre,20900,6270,Planeta,0.70,Libro Físico,Fiona Barton,https://www.buscalibre.cl/libro-la-madre/9789563605136/p/50661238,Español,544,9789563605136,Chile,Tapa Blanda,2014,13.00,21.00,Ficción moderna y contemporánea,28,5.0,Libro Nuevo,100,https://images.cdn1.buscalibre.com/fit-in/360x360/50/18/501834232552a4704a76a4959aee4bd2.jpg
La química del amor,13990,11890,Contraluz Editorial,0.15,Libro Físico,Ali Hazelwood,https://www.buscalibre.cl/libro-la-quimica-del-amor/9788419822185/p/56143727,Español,400,9788419822185,Chile,Tapa Blanda,2024,20.00,13.00,Novelas dark romance; Novelas de amor contemporáneo; Novelas de amor del salvaje oeste; Novelas de amor erótico; Novelas de amor históricas; Novelas de amor puro; Novelas románticas con médicos y doctores; Novelas románticas de fantasía y paranormal; Novelas románticas de viajes en el tiempo,7,5.0,Libro Nuevo,100,https://images.cdn3.buscalibre.com/fit-in/360x360/33/2a/332aa7e2421e1ad984694ccb076a8895.jpg
Querida Mamá Me Dueles / Dear Mom: Our Relationship Hurts Me,17000,14450,Bruguera,0.15,Libro Físico,Marta Segrelles,https://www.buscalibre.cl/libro-querida-mama-me-dueles-dear-mom-our-relationship-hurts-me/9788402429292/p/55943433,Español,304,9788402429292,Chile,Tapa Blanda,2024,,,"Familia y relaciones: consejos y problemas; Motivación, autoestima y actitud positiva; Psicoterapia",1,5.0,Libro Nuevo,42,https://images.cdn1.buscalibre.com/fit-in/360x360/40/50/40502cc04cbc003d00af6188a6457da1.jpg
Sin Etiquetas,18000,15300,Montena,0.15,Libro Físico,Karla Martínez,https://www.buscalibre.cl/libro-sin-etiquetas/9789566184454/p/55191950,Español,496,9789566184454,Chile,Tapa Blanda,2023,13.00,21.00,Ficción erótica; Ficción erótica con personajes de uniforme; Ficción infantil  -  ficción juvenil: fantasía romántica; Novelas de amor erótico,27,4.0,Libro Nuevo,27,https://images.cdn1.buscalibre.com/fit-in/360x360/e8/61/e8618280ec874411ec11a5bd902722f1.jpg
El Camino de los Reyes (el Archivo de las Tormentas 1),18000,15300,B De Bolsillo,0.15,Libro Físico,Brandon Sanderson,https://www.buscalibre.cl/libro-el-camino-de-los-reyes-el-archivo-de-las-tormentas-1/9788413143941/p/54032149,Español,1200,9788413143941,Chile,Tapa Blanda,2022,21.50,14.00,Ficción literaria; Ficción sobre distopías y utopías,19,5.0,Libro Nuevo,100,https://images.cdn2.buscalibre.com/fit-in/360x360/32/48/3248ca96dfe63e890b24a6a2edc27786.jpg
Verity. La Sombra de un Engaño,19900,14930,Planeta,0.25,Libro Físico,Colleen Hoover,https://www.buscalibre.cl/libro-verity-la-sombra-de-un-engano/9789564082417/p/54387855,Español,368,9789564082417,Chile,Tapa Blanda,2018,15.00,23.00,Novelas de amor,43,4.5,Libro Nuevo,100,https://images.cdn1.buscalibre.com/fit-in/360x360/f8/a2/f8a26229da4d61402f4003c623e9999e.jpg
Etéreo,24000,21600,Penguin Random House Grupo Editorial,0.10,Libro Físico,Marcus Joana,https://www.buscalibre.cl/libro-etereo/9789566393047/p/62986388,Español,528,9789566393047,Chile,Tapa Blanda,2024,15.00,23.00,"Fantasía, Romance",0,0.0,Libro Nuevo,100,https://images.cdn2.buscalibre.com/fit-in/360x360/5c/25/5c25d48e10669ebe13eec14c6cccddde.jpg
Tu Éxito Es Inevitable / Your Success Is Inevitable,17000,14450,Grijalbo,0.15,Libro Físico,Maïté Issa,https://www.buscalibre.cl/libro-tu-exito-es-inevitable-your-success-is-inevitable/9788425362378/p/54082906,Español,352,9788425362378,Chile,Tapa Blanda,2022,21.50,14.20,"Consejos sobre carreras profesionales y exitosas; Mercado online; Motivación, autoestima y actitud positiva",30,5.0,Libro Nuevo,95,https://images.cdn2.buscalibre.com/fit-in/360x360/46/05/46058313e8b47deb62e53996a083c636.jpg
Los Ojos del Gato Alquinta,17000,14450,Penguin Random House Grupo Editorial,0.15,Libro Físico,Richard Sandoval,https://www.buscalibre.cl/libro-los-ojos-del-gato-alquinta/9789566247647/p/62726910,Español,256,9789566247647,Chile,Tapa Blanda,2024,23.00,15.00,Biografías,1,5.0,Libro Nuevo,100,https://images.cdn2.buscalibre.com/fit-in/360x360/12/07/12076c5abe9d99c3ffa075250dd010a5.jpg
La Biblioteca de la Medianoche (Bolsillo),16990,14440,Adn Editorial Grupo Anaya,0.15,Libro Físico,Matt Haig,https://www.buscalibre.cl/libro-la-biblioteca-de-la-medianoche-bolsillo/9788410138407/p/57366263,Español,368,9788410138407,Chile,Tapa Blanda,2024,13.00,0.00,Aventuras de ficción; Novelas históricas alternativas; Novelas románticas de fantasía y paranormal; Novelas románticas de viajes en el tiempo; Novelas sobre estilos de vida contemporáneos,14,4.5,Libro Nuevo,100,https://images.cdn2.buscalibre.com/fit-in/360x360/ec/e2/ece20cd9d76695dbdf4af83f47e1583d.jpg
Separarse con Niños Pequeños. Como Seguir Nutriendo Tras la Ruptura,15000,7500,Ediciones B,0.50,Libro Físico,Andrea Cardemil,https://www.buscalibre.cl/libro-separarse-con-ninos-pequenos-como-seguir-nutriendo-tras-la-ruptura/9789563041996/p/46879662,Español,84,9789563041996,Chile,Tapa Blanda,2015,23.00,15.00,"Estilos de vida, aficiones y ocio; Familia y salud",11,5.0,Libro Nuevo,68,https://images.cdn2.buscalibre.com/fit-in/360x360/6d/3d/6d3d25f7e4c32f5e57b65c33bf61ce38.jpg
El Economista Callejero,13990,11890,Ediciones El Mercurio,0.15,Libro Físico,Axel Kaiser,https://www.buscalibre.cl/libro-el-economista-callejero/9789569986789/p/53679212,Español,127,9789569986789,Chile,Tapa Blanda,2021,15.00,24.00,Economía política,210,4.5,Libro Nuevo,19,https://images.cdn2.buscalibre.com/fit-in/360x360/b4/a3/b4a3ce33418f53cd820cde1db178a748.jpg
"Padre Rico, Padre Pobre (25 Aniversario)",18000,15300,Literatura Random House,0.15,Libro Físico,Robert T. Kiyosaki,https://www.buscalibre.cl/libro-padre-rico-padre-pobre-25-aniversario/9789566063575/p/54291082,Español,416,9789566063575,Chile,Tapa Blanda,2022,15.00,23.00,Finanzas personales,17,5.0,Libro Nuevo,100,https://images.cdn2.buscalibre.com/fit-in/360x360/7c/e4/7ce456646e945a86dee01c0dccd4db13.jpg
Arcanum ilimitado,24000,20400,Nova,0.15,Libro Físico,Brandon Sanderson,https://www.buscalibre.cl/libro-arcanum-ilimitado/9788466662321/p/49035617,Español,784,9788466662321,Chile,Tapa Dura,2017,16.00,24.00,Fantasía contemporánea; Historias cortas; Épica,52,5.0,Libro Nuevo,65,https://images.cdn3.buscalibre.com/fit-in/360x360/14/03/1403a39bad3856ad95b820ea74194345.jpg
Con Peras y Finanzas,12990,11040,Zig-Zag S.A.,0.15,Libro Físico,Francisco Ackermann,https://www.buscalibre.cl/libro-con-peras-y-finanzas/9789561236998/p/54586092,Español,152,9789561236998,Chile,Tapa Blanda,2023,23.00,0.00,Economía popular; Manuales de economía; Sectores económicos; Sociedad y cultura general; Todos los niveles educativos,51,4.5,Libro Nuevo,69,https://images.cdn3.buscalibre.com/fit-in/360x360/2d/f4/2df4e5ea475ec8bed1d121e0352176d6.jpg
TRILOGIA HARARI: SAPIENS / HOMO DEUS / 21 LECCIONES PARA EL SIGLO XXI (ESTUCHE),36000,28040,Debolsillo,0.22,Libro Físico,Yuval Noah Harari,https://www.buscalibre.cl/libro-trilogia-harari-sapiens-homo-deus-21-lecciones-para-el-siglo-xxi-estuche/9788466361217/p/53969075,Español,1000,9788466361217,Chile,Tapa Blanda,2022,19.50,12.80,Ensayos literarios; Historia general y del mundo; Historia social y cultural,50,4.5,Libro Nuevo,82,https://images.cdn2.buscalibre.com/fit-in/360x360/d5/da/d5da54c57c9548ac503dfb1fe81a6ed2.jpg
Blackwater iv. La Guerra,12000,10800,Blackie Books,0.10,Libro Físico,Michael McDowell,https://www.buscalibre.cl/libro-blackwater-iv-la-guerra/9789878453545/p/62986395,Español,272,9789878453545,Chile,Tapa Blanda,2024,11.00,17.00,Ficción,0,0.0,Libro Nuevo,100,https://images.cdn2.buscalibre.com/fit-in/360x360/4f/11/4f113b794a692785504201df8943d632.jpg
Cómo mandar a la mierda de forma educada,17000,13110,VERGARA,0.23,Libro Físico,Alba Cardalda,https://www.buscalibre.cl/libro-como-mandar-a-la-mierda-de-forma-educada/9789566289159/p/62006439,Español,272,9789566289159,Chile,Tapa Blanda,2024,14.00,21.00,"Salud, relaciones y desarrollo personal",2,5.0,Libro Nuevo,100,https://images.cdn3.buscalibre.com/fit-in/360x360/77/f7/77f7f278ff7127a0047486f2665e7746.jpg
Los Dieciséis Placeres: Erotismo y Misterio en el Claustro,10000,2000,Catalonia,0.80,Libro Físico,Robert Hellenga,https://www.buscalibre.cl/libro-los-dieciseis-placeres-erotismo-y-misterio-en-el-claustro/9789568303778/p/1450926,Español,292,9789568303778,Chile,Tapa Blanda,2013,,,Ficción,5,4.5,Libro Nuevo,47,https://images.cdn2.buscalibre.com/fit-in/360x360/4e/ca/4eca13c95195b83ef49bbfa574d3a7a4.jpg
Lo que tarde la justicia,20000,17000,DEBATE,0.15,Libro Físico,Sofía Prats Cuthbert,https://www.buscalibre.cl/libro-lo-que-tarde-la-justicia/9789566247654/p/62726911,Español,388,9789566247654,Chile,Tapa Blanda,2024,23.00,15.00,Historias reales,0,0.0,Libro Nuevo,100,https://images.cdn2.buscalibre.com/fit-in/360x360/da/90/da90915ce9f6f5d95d6fcfe1cd05ea33.jpg
Deshacer la Ansiedad,19900,16920,Paidos,0.15,Libro Físico,Judson Brewer,https://www.buscalibre.cl/libro-deshacer-la-ansiedad/9789569987717/p/53995685,Español,304,9789569987717,Chile,Tapa Blanda,2022,15.00,23.00,"Motivación, autoestima y actitud positiva; Psicología de las emociones",19,4.5,Libro Nuevo,100,https://images.cdn3.buscalibre.com/fit-in/360x360/ba/73/ba739f9394af2788be0a1d8400436172.jpg
El enigma de la habitación 622,14000,11900,Debolsillo,0.15,Libro Físico,Joël Dicker,https://www.buscalibre.cl/libro-el-enigma-de-la-habitacion-622/9788466357999/p/53948776,Español,648,9788466357999,Chile,Tapa Blanda,2024,13.00,19.00,Ficción literaria; Novela negra; Thriller,4,5.0,Libro Nuevo,100,https://images.cdn2.buscalibre.com/fit-in/360x360/c1/69/c169b093eea88b6487964c4c31a1c234.jpg
Democracia Muerta,20900,17770,Editorial Planeta Chilena S.A.,0.15,Libro Físico,Juan Pablo Luna,https://www.buscalibre.cl/libro-democracia-muerta/9789569948558/p/62731008,Español,308,9789569948558,Chile,Tapa Blanda,2024,15.00,23.00,Ciencias políticas,1,5.0,Libro Nuevo,100,https://images.cdn2.buscalibre.com/fit-in/360x360/f6/63/f6632c5423aa3a57b01a025e44ce8272.jpg
Pascualina Carmel Road 2025,19990,16990,The Pinkfire S.A.,0.15,Libro Físico,Pinkfire,https://www.buscalibre.cl/libro-pascualina-carmel-road-2025/9789566010456/p/62035233,Español,320,9789566010456,Chile,Tapa Dura,2024,22.00,0.00,"Juvenil, Aventura",2,5.0,Libro Nuevo,88,https://images.cdn1.buscalibre.com/fit-in/360x360/83/98/839803ba5895861defd64fecc45dc4fd.jpg
