Titulo,Precio,Precio Oferta,Editorial,Descuento,Formato,Autor,URL Libro,Idioma,Pagínas,ISBN,Origen,Encuadernación,Año,Dimen Largo,Dimen Ancho,Genero,Total Reviews,Valoración,Estado,Unidades,Imagen URL
Metodo Enigma,48880,24440,Alfaguara,0.50,Libro Físico,Rey Enigma,https://www.buscalibre.cl/libro-metodo-enigma/9788419191045/p/54212672,Español,192,9788419191045,Chile,Tapa Dura,2022,23.60,15.70,Ajedrez,13,5.0,Libro Nuevo,2,https://images.cdn1.buscalibre.com/fit-in/360x360/ba/64/ba642da569e7409d37166f5059a6dcd7.jpg
Rebelión En La Granja (Edición Definitiva Avalada Por the Orwell Estate) / Anima L Farm (Definitive Text Endorsed by the Orwell Foundation,15000,12750,Debolsillo,0.15,Libro Físico,George Orwell,https://www.buscalibre.cl/libro-rebelion-en-la-granja-edicion-definitiva-avalada-por-the-orwell-estate-anima-l-farm-definitive-text-endorsed-by-the-orwell-foundation/9788466362344/p/54032352,Español,136,9788466362344,Chile,Tapa Dura,2022,22.40,14.70,Ficción clásica,3,5.0,Libro Nuevo,100,https://images.cdn1.buscalibre.com/fit-in/360x360/70/a1/70a1979f78a0a9b037d302764c2b9959.jpg
Ficciones,15000,12750,Lumen,0.15,Libro Físico,Jorge Luis Borges,https://www.buscalibre.cl/libro-ficciones/9788426405739/p/51104354,Español,208,9788426405739,Chile,Tapa Blanda,2020,23.00,15.20,Ficción clásica; Ficción moderna y contemporánea; Historias cortas,2,5.0,Libro Nuevo,4,https://images.cdn3.buscalibre.com/fit-in/360x360/0f/b7/0fb7eb1a6b9f18b8ebde97011e40a73e.jpg
A través del tiempo. Nueva edición,24000,20400,Dk,0.15,Libro Físico,DK,https://www.buscalibre.cl/libro-a-traves-del-tiempo-nueva-edicion/9780241642986/p/55586233,Español,320,9780241642986,Chile,Tapa Dura,2023,28.80,24.20,Enciclopedias,0,0.0,Libro Nuevo,3,https://images.cdn2.buscalibre.com/fit-in/360x360/fa/5c/fa5c307ff35dd7ea3a7f3d19059ec96e.jpg
YA LEO A - Peter Pan,12000,5400,Alma,0.55,Libro Físico,Carmen Gil,https://www.buscalibre.cl/libro-ya-leo-a-peter-pan/9788418933066/p/54129965,Español,24,9788418933066,Chile,Tapa Dura,2022,,,Ficción infantil y juvenil: clásica,0,0.0,Libro Nuevo,7,https://images.cdn3.buscalibre.com/fit-in/360x360/28/06/28062613afde0519ef2dc14198898d3c.jpg
Onyx,17400,14790,Plataforma,0.15,Libro Físico,Jennifer L. Armentrout,https://www.buscalibre.cl/libro-onyx/9788415750710/p/31057404,Español,424,9788415750710,Chile,Tapa Blanda,2013,22.00,14.00,Ciencia ficción; Ficción infantil y juvenil: ciencia-ficción; Inglés,11,5.0,Libro Nuevo,7,https://images.cdn3.buscalibre.com/fit-in/360x360/70/95/7095d0a0161f0e58674a553f5c022e44.jpg
Aprende a Aprender,32690,27790,Anaya Multimedia,0.15,Libro Físico,María Elena Benito González,https://www.buscalibre.cl/libro-aprende-a-aprender/9788441545076/p/53967842,Español,256,9788441545076,Chile,Tapa Blanda,2022,22.50,15.00,Destrezas de estudio y aprendizaje; Fortalecimiento de la memoria y técnicas del pensamiento; Psicología cognitiva,0,0.0,Libro Nuevo,2,https://images.cdn3.buscalibre.com/fit-in/360x360/b5/7e/b57e134af80cfbc0786020d2db379b4c.jpg
De Asombros y Nostalgia,20100,17090,Ediciones UC,0.15,Libro Físico,Jorge Eduardo Rivera C.,https://www.buscalibre.cl/libro-de-asombros-y-nostalgia/9789561419322/p/47560338,Español,366,9789561419322,Chile,Tapa Blanda,2017,,,Filosofía social y política,3,5.0,Libro Nuevo,8,https://images.cdn2.buscalibre.com/fit-in/360x360/1d/02/1d0268e2c13dca3a59311fb5b2e11508.jpg
Frankenstein: O el Moderno Prometeo,7790,6620,Zig-Zag,0.15,Libro Físico,Mary W. Shelley,https://www.buscalibre.cl/libro-frankenstein-o-el-moderno-prometeo/9789561230972/p/48310061,Español,208,9789561230972,Chile,Tapa Blanda,2008,,,Ficción literaria,14,5.0,Libro Nuevo,34,https://images.cdn1.buscalibre.com/fit-in/360x360/08/27/0827bb5472dd3ff75bd14ac5191f01fd.jpg
Desarrolla tus Principios,24900,21170,Ediciones Deusto,0.15,Libro Físico,Ray Dalio,https://www.buscalibre.cl/libro-desarrolla-tus-principios/9788423435999/p/54892242,Español,256,9788423435999,Chile,Tapa Dura,2023,21.00,14.00,Autoayuda y desarrollo personal; Economía,2,5.0,Libro Nuevo,11,https://images.cdn3.buscalibre.com/fit-in/360x360/ba/f9/baf9ababac3d8d15c33a3f5823dff702.jpg
Elogio de la Lentitud (Edicion 20º Aniversario),28000,23800,Rba Libros,0.15,Libro Físico,Carl Honoré,https://www.buscalibre.cl/libro-elogio-de-la-lentitud-edicion-20-aniversario/9788490564684/p/55903907,Español,320,9788490564684,Chile,Tapa Blanda,2020,,,"Desarrollo Personal, Motivacional",0,0.0,Libro Nuevo,3,https://images.cdn2.buscalibre.com/fit-in/360x360/95/d7/95d718f4a48fa734cdfd755da8991572.jpg
Secuestrados por las Pantallas,15990,13590,Zig-Zag,0.15,Libro Físico,Carolina Pérez Stephens,https://www.buscalibre.cl/libro-secuestrados-por-las-pantallas/9789561236813/p/54373392,Español,144,9789561236813,Chile,Tapa Blanda,2022,23.00,15.00,Familia y salud; Psicología,32,5.0,Libro Nuevo,100,https://images.cdn1.buscalibre.com/fit-in/360x360/64/2a/642aa1ebc8347b9817120c21f1d5cc93.jpg
Hajime no Ippo nº 04,16900,14370,Planeta Cómic,0.15,Libro Físico,Joji Morikawa,https://www.buscalibre.cl/libro-hajime-no-ippo-n-04/9788411610872/p/55830614,Español,368,9788411610872,Chile,Tapa Blanda,2024,21.00,14.80,Manga: shonen,2,5.0,Libro Nuevo,48,https://images.cdn2.buscalibre.com/fit-in/360x360/63/3b/633b98fd5661fd3a0a667ee67f509565.jpg
"El reino de los malditos Vol. 2 - MANISCALCO, KERRI - Libro Físico",21900,18620,Ediciones Urano,0.15,Libro Físico,Kerri Maniscalco,https://www.buscalibre.cl/libro-el-reino-de-los-malditos-vol-2-maniscalco-kerri-libro-fisico/9788417854737/p/54307488,Español,480,9788417854737,Chile,Tapa Blanda,2022,21.20,13.40,Fantasía; Ficción infantil  -  ficción juvenil: fantasía,5,5.0,Libro Nuevo,36,https://images.cdn3.buscalibre.com/fit-in/360x360/ec/ed/ecedad16b5397c637f73046e00eb867c.jpg
A Court of Mist and Fury - Book 2 (Reissue) (a Court of Thorns and Roses) (en Inglés),23269,15130,Bloomsbury Publishing Ltd.,0.35,Libro Físico,Sarah J. Maas,https://www.buscalibre.cl/libro-a-court-of-mist-and-fury-book-2-reissue-a-court-of-thorns-and-roses/9781526617163/p/52998141,Inglés,656,9781526617163,Chile,Tapa Blanda,2020,20.00,13.00,"Fantasía, Romance",3,5.0,Libro Nuevo,6,https://images.cdn1.buscalibre.com/fit-in/360x360/5e/1e/5e1e91bdeade440ec41f323bc16df822.jpg
P. D. Desde Paris ( Ella y el ),17900,5370,Planeta,0.70,Libro Físico,Levy,https://www.buscalibre.cl/libro-p-d-desde-paris-ella-y-el/9789504964278/p/50831181,Español,312,9789504964278,Chile,Tapa Blanda,2014,,,Ficción moderna y contemporánea,1,5.0,Libro Nuevo,5,https://images.cdn3.buscalibre.com/fit-in/360x360/35/23/35239a8fc061066bc95ad498fe64dd04.jpg
El Nombre de la Rosa: La Novela Grafica (Vol. 1 de 2),20000,11410,Lumen,0.43,Libro Físico,Umberto Eco,https://www.buscalibre.cl/libro-el-nombre-de-la-rosa-la-novela-grafica-vol-1-de-2/9788426425737/p/54624567,Español,72,9788426425737,Chile,Tapa Dura,2023,29.70,22.20,Novela gráfica y cómics de histórica,14,5.0,Libro Nuevo,24,https://images.cdn1.buscalibre.com/fit-in/360x360/85/b6/85b6f4831734fc892db92db690297916.jpg
La Serpiente y las Alas de la Noche (Edicion Deluxe),44446,37890,Editorial Planeta,0.15,Libro Físico,Carissa Broadbent,https://www.buscalibre.cl/libro-la-serpiente-y-las-alas-de-la-noche-edicion-deluxe/9788408292487/p/61998708,Español,576,9788408292487,Chile,Tapa Dura,2024,23.00,15.00,"Fantasía, Romance",14,4.5,Libro Nuevo,15,https://images.cdn2.buscalibre.com/fit-in/360x360/83/bc/83bcdc84b1efddc94895d7c57ad2ff26.jpg
La Filosofia Perenne,15400,13090,Edhasa,0.15,Libro Físico,Aldous Huxley,https://www.buscalibre.cl/libro-la-filosofia-perenne/9788435018654/p/3431281,Español,376,9788435018654,Chile,Tapa Blanda,2010,,,Filosofía,9,5.0,Libro Nuevo,2,https://images.cdn2.buscalibre.com/fit-in/360x360/09/ec/09ec9243b70c13d3fc3fdb791bee4fa8.jpg
Las Siete Lunas de Maali Almeida,23900,20320,Plata,0.15,Libro Físico,Shehan Karunatilaka,https://www.buscalibre.cl/libro-las-siete-lunas-de-maali-almeida/9788492919390/p/55573736,Español,480,9788492919390,Chile,Tapa Blanda,2023,13.00,0.00,"Ficción, Drama",0,0.0,Libro Nuevo,64,https://images.cdn1.buscalibre.com/fit-in/360x360/a5/53/a553ab1760b351f49618d2346293ef06.jpg
Los Hobbits de Tolkien,20900,13590,Minotauro,0.35,Libro Físico,David Day,https://www.buscalibre.cl/libro-los-hobbits-de-tolkien/9788445010389/p/53942016,Español,192,9788445010389,Chile,Tapa Blanda,2021,19.00,12.50,Épica,8,5.0,Libro Nuevo,23,https://images.cdn1.buscalibre.com/fit-in/360x360/fb/b6/fbb625ddb5a6c30723f37e851d3b7bf0.jpg
Fugaz,15900,4770,Tusquets,0.70,Libro Físico,"Sucari, Leila",https://www.buscalibre.cl/libro-fugaz/9789876705844/p/51974135,Español,184,9789876705844,Chile,Tapa Blanda,2019,14.00,21.00,Ficción moderna y contemporánea,1,5.0,Libro Nuevo,19,https://images.cdn3.buscalibre.com/fit-in/360x360/7d/eb/7debdac64d5656e2877a29f8e2327446.jpg
Hajime no Ippo nº 03,16900,12680,Planeta Cómic,0.25,Libro Físico,Joji Morikawa,https://www.buscalibre.cl/libro-hajime-no-ippo-n-03/9788411409056/p/55616105,Español,360,9788411409056,Chile,Tapa Blanda,2023,21.00,14.80,Manga y cómics de estilo asiático,2,5.0,Libro Nuevo,58,https://images.cdn3.buscalibre.com/fit-in/360x360/8b/24/8b243063bacb5eb26d3d781aa5a71f25.jpg
Mitologia de Grecia y Roma,23800,19450,Ediciones Mi-Lla Sl,0.18,Libro Físico,"Humbert, Jean",https://www.buscalibre.cl/libro-mitologia-de-grecia-y-roma/9788412584172/p/54648817,Español,352,9788412584172,Chile,Tapa Dura,2023,,,Religión y mitología de la antigua grecia; Religión y mitología romana,1,5.0,Libro Nuevo,5,https://images.cdn3.buscalibre.com/fit-in/360x360/34/cd/34cd9d49aed6802d67edb72ca43ee50f.jpg
Red Room,30900,26270,Planeta Cómic,0.15,Libro Físico,Ed Piskor,https://www.buscalibre.cl/libro-red-room/9788411404235/p/54529673,Español,216,9788411404235,Chile,Tapa Dura,2023,25.50,18.30,Cómics,0,0.0,Libro Nuevo,3,https://images.cdn3.buscalibre.com/fit-in/360x360/b5/b4/b5b407b8c9a8c38a270fbf73a8d41a48.jpg
Pluto nº 01/08 (Nueva Edicion),13900,11820,Planeta Deagostini Cómics,0.15,Libro Físico,Naoki Urasawa,https://www.buscalibre.cl/libro-pluto-n-01-08-nueva-edicion/9788491460299/p/48005476,Español,192,9788491460299,Chile,Tapa Blanda,2017,18.00,12.80,Manga: kodomo; Manga: seinen; Niños de 14 años,5,5.0,Libro Nuevo,13,https://images.cdn3.buscalibre.com/fit-in/360x360/a6/2f/a62f469e42a496140be1b79515e99098.jpg
Doraemon Color nº 01/06,12900,10970,Planeta Cómic,0.15,Libro Físico,Fujiko F. Fujio,https://www.buscalibre.cl/libro-doraemon-color-n-01-06/9788416244010/p/47310415,Español,160,9788416244010,Chile,Tapa Blanda,2023,18.00,12.80,Manga: kodomo; Niños de 3 años; Niños de 6 años,5,5.0,Libro Nuevo,9,https://images.cdn1.buscalibre.com/fit-in/360x360/71/d3/71d35dad29284a796aae5cfa41929aa5.jpg
La Banda de Pica pau 3,34800,29580,Editorial Gg,0.15,Libro Físico,Yan Schenkel,https://www.buscalibre.cl/libro-la-banda-de-pica-pau-3/9788425234156/p/54934859,Español,160,9788425234156,Chile,Tapa Blanda,2020,,,Accesorios de moda y diseño de tejidos; Hilandería y tejeduría,22,5.0,Libro Nuevo,7,https://images.cdn2.buscalibre.com/fit-in/360x360/05/74/05747d38aef8daa0906a35be59d0cfab.jpg
Sucedio un Verano,18900,13230,Ediciones Urano,0.30,Libro Físico,Tessa Bailey,https://www.buscalibre.cl/libro-sucedio-un-verano/9788417421700/p/54149677,Español,379,9788417421700,Chile,Tapa Blanda,2022,22.50,15.30,Novelas de amor contemporáneo,3,5.0,Libro Nuevo,30,https://images.cdn2.buscalibre.com/fit-in/360x360/e9/30/e9309cb1724fd059f1de1bbd4caf05f3.jpg
Mafalda 0 (Spanish Edition),12000,10200,Lumen Press,0.15,Libro Físico,Quino,https://www.buscalibre.cl/libro-mafalda-0-spanish-edition/9788426445001/p/2912656,Español,96,9788426445001,Chile,Tapa Blanda,2007,,,"Bandes dessinées: cómic, historietas europeas; Colecciones y antologías de humor; Cómic y novela gráfica americana y británica; Ficción infantil y juvenil: general",0,0.0,Libro Nuevo,39,https://images.cdn1.buscalibre.com/fit-in/360x360/b7/f8/b7f8d960adf6b2d8d23d0cc17f0aa4e4.jpg
Lovecraft La sombra sobre Innsmouth,30490,25920,Planeta Cómic,0.15,Libro Físico,H. P. Lovecraft,https://www.buscalibre.cl/libro-lovecraft-la-sombra-sobre-innsmouth/9788411129671/p/54273262,Español,432,9788411129671,Chile,Tapa Dura,2022,23.00,15.00,Ficción; Manga y cómics de estilo asiático,12,5.0,Libro Nuevo,19,https://images.cdn3.buscalibre.com/fit-in/360x360/66/c7/66c734f1d76cb953b0f287d250dcb269.jpg
Vivir Notox. El Metodo Para Resetear tu Vida,20600,17510,Harpercollins,0.15,Libro Físico,Izanami Martinez,https://www.buscalibre.cl/libro-vivir-notox-el-metodo-para-resetear-tu-vida/9788491394389/p/52384744,Español,320,9788491394389,Chile,Tapa Blanda,2020,,,Autoayuda y desarrollo personal,0,0.0,Libro Nuevo,3,https://images.cdn3.buscalibre.com/fit-in/360x360/25/83/2583bccc308a5b9c2580a95443bae065.jpg
Manual de Astrologia Moderna,54990,46740,Kier,0.15,Libro Físico,Eloy R. Dumon,https://www.buscalibre.cl/libro-manual-de-astrologia-moderna/9789501760002/p/51973060,Español,640,9789501760002,Chile,Tapa Blanda,2019,,,Astrología,20,5.0,Libro Nuevo,21,https://images.cdn1.buscalibre.com/fit-in/360x360/34/13/34130102bd55e68d0009d7a498b76a24.jpg
Sobre Los Huesos de Los Muertos,21240,0,Editorial Oceano de Mexico,0.00,Libro Físico,Olga Tokarczuk,https://www.buscalibre.cl/libro-sobre-los-huesos-de-los-muertos/9786077356219/p/46879667,Español,304,9786077356219,Chile,Tapa Blanda,2016,21.80,14.20,Ficción sobre crímenes y misterios; Thriller,12,4.5,Libro Nuevo,2,https://images.cdn2.buscalibre.com/fit-in/360x360/71/fc/71fc2f0c134c77fd88ce6044fd61b1a2.jpg
Compasión Radical: Descubre el Amor y el Perdón que Nacen de tu Corazón a Través de la Meditación en 4 Pasos,21900,18620,Urano,0.15,Libro Físico,Tara Brach,https://www.buscalibre.cl/libro-compasion-radical-descubre-el-amor-y-el-perdon-que-nacen-de-tu-corazon-a-traves-de-la-meditacion-en-4-pasos/9788416720996/p/53175171,Español,264,9788416720996,Chile,Tapa Blanda,2021,24.00,15.00,Mindfulness: atención o conciencia plena,1,5.0,Libro Nuevo,2,https://images.cdn2.buscalibre.com/fit-in/360x360/a1/bf/a1bf2752b7aa6c290283bbc76e4983ec.jpg
El Hombre que Contaba Historias,15800,3160,Gadir,0.80,Libro Físico,Varios Autores,https://www.buscalibre.cl/libro-el-hombre-que-contaba-historias/9788494299360/p/46978995,Español,128,9788494299360,Chile,Tapa Blanda,2014,21.00,13.00,"Ficción, Aventura",0,0.0,Libro Nuevo,5,https://images.cdn1.buscalibre.com/fit-in/360x360/ec/9d/ec9d0aaa8b39f4a8a2ef7b2633728d96.jpg
Una Velada en la Librería Morisaki,18900,16070,Ediciones Urano S.A.,0.15,Libro Físico,Satoshi Yagisawa,https://www.buscalibre.cl/libro-una-velada-en-la-libreria-morisaki/9789566196877/p/62047080,Español,224,9789566196877,Chile,Tapa Blanda,2024,21.20,13.50,"Ficción, Romance",2,4.0,Libro Nuevo,100,https://images.cdn3.buscalibre.com/fit-in/360x360/f9/68/f968f836f3e3b44aaed25a915d0572c3.jpg
El Abismo Existencial de Occidente,20900,17770,Editorial Catalonia Ltda.,0.15,Libro Físico,Alberto Mayol,https://www.buscalibre.cl/libro-el-abismo-existencial-de-occidente/9789563249996/p/54453969,Español,268,9789563249996,Chile,Tapa Blanda,2022,23.00,0.00,Sociología,7,4.0,Libro Nuevo,3,https://images.cdn3.buscalibre.com/fit-in/360x360/d8/0a/d80a1229ec42e9c753ad42974494f598.jpg
Por qué Trabajamos? (Ted Books),3970,3370,Empresa Activa,0.15,Libro Físico,Barry Schwartz,https://www.buscalibre.cl/libro-por-que-trabajamos-ted-books/9788492921485/p/47390659,Español,112,9788492921485,Chile,Tapa Dura,2016,,,Economía del trabajo y su retribución; Recursos humanos; Sociología del trabajo y el esfuerzo,1,2.0,Libro Nuevo,2,https://images.cdn2.buscalibre.com/fit-in/360x360/9e/8f/9e8f9cce2fccdaed2d0bb399568c6cb3.jpg
Que Le Pasa a la Secretaria Kim? 3,19900,16920,Kitsune Books,0.15,Libro Físico,Kim Myeongmi,https://www.buscalibre.cl/libro-que-le-pasa-a-la-secretaria-kim-3/9788418524288/p/54146439,Español,224,9788418524288,Chile,Tapa Blanda,2022,20.80,15.00,Manga y cómics de estilo asiático,0,0.0,Libro Nuevo,18,https://images.cdn3.buscalibre.com/fit-in/360x360/51/34/51348e713fa5881ddf57ffe32be90c2f.jpg
Blue Lock nº 02,7900,5930,Planeta Comic,0.25,Libro Físico,Muneyuki Kaneshiro,https://www.buscalibre.cl/libro-blue-lock-n-02/9788411123754/p/54023114,Español,192,9788411123754,Chile,Tapa Blanda,2022,17.70,11.10,Manga y cómics de estilo asiático,10,4.5,Libro Nuevo,57,https://images.cdn2.buscalibre.com/fit-in/360x360/f0/e2/f0e2f7f21519a8a8552583ff83255c69.jpg
El Amor de tu Alma,18800,15980,Editorial Sirio,0.15,Libro Físico,Robert Schwartz,https://www.buscalibre.cl/libro-el-amor-de-tu-alma/9788418531644/p/54070471,Español,248,9788418531644,Chile,Tapa Blanda,2022,22.70,15.20,Autoayuda y desarrollo personal; Espiritualidad y experiencia religiosa; Reencarnación y vidas pasadas,5,5.0,Libro Nuevo,3,https://images.cdn1.buscalibre.com/fit-in/360x360/2e/c1/2ec1101408acd442d91ddbebdf414e5c.jpg
Ceder no es Consentir,24900,0,NED,0.00,Libro Físico,Leguil Clotilde,https://www.buscalibre.cl/libro-ceder-no-es-consentir/9788419407160/p/55707373,Español,192,9788419407160,Chile,Tapa Blanda,2023,,,"Filosofía, Sociología",0,0.0,Libro Nuevo,7,https://images.cdn2.buscalibre.com/fit-in/360x360/c5/57/c557fb9a76868d915ae61950a23cefb4.jpg
El Topo que Queria Saber Quien se Habia Hecho Aquello en su Cabeza (Libro de Carton),14000,11900,Beascoa,0.15,Libro Físico,Werner Holzwarth,https://www.buscalibre.cl/libro-el-topo-que-queria-saber-quien-se-habia-hecho-aquello-en-su-cabeza-libro-de-carton/9788448854522/p/52344459,Español,22,9788448854522,Chile,Tapa Dura,2022,15.80,21.90,Ficción infantil y juvenil: clásica; Kits infantiles interactivos y de actividades,4,5.0,Libro Nuevo,11,https://images.cdn3.buscalibre.com/fit-in/360x360/cc/96/cc965375d10813ee106b76354305550a.jpg
El Oráculo de María Magdalena,31800,27030,Editorial Sirio,0.15,Libro Físico,Meggan Watterson,https://www.buscalibre.cl/libro-el-oraculo-de-maria-magdalena/9788419685582/p/55989425,Español,160,9788419685582,Chile,Tapa Blanda,2020,13.90,10.20,Tarot,4,4.5,Libro Nuevo,3,https://images.cdn2.buscalibre.com/fit-in/360x360/58/cd/58cdf997acef3ad05ff3afdc4e627c85.jpg
El Kybalion,14990,12740,Kier,0.15,Libro Físico,Tres Iniciados,https://www.buscalibre.cl/libro-el-kybalion/9789501729672/p/50545044,Español,144,9789501729672,Chile,Tapa Blanda,2018,14.00,20.00,Espiritualidad y experiencia religiosa; Religión y mitología del antiguo egipto,10,5.0,Libro Nuevo,10,https://images.cdn1.buscalibre.com/fit-in/360x360/5d/e2/5de2ca0c0c5300ce89664f55ac7ba5f5.jpg
El pacto del agua,27000,22950,Salamandra,0.15,Libro Físico,Abraham Verghese,https://www.buscalibre.cl/libro-el-pacto-del-agua/9788419346827/p/55586313,Español,784,9788419346827,Chile,Tapa Blanda,2023,15.00,23.00,El amor y las relaciones; Ficción moderna y contemporánea,0,0.0,Libro Nuevo,42,https://images.cdn1.buscalibre.com/fit-in/360x360/49/f6/49f63d53090b453ac4e475fe8ca2e222.jpg
El libro del crimen,30000,25500,DK,0.15,Libro Físico,DK DK,https://www.buscalibre.cl/libro-el-libro-del-crimen/9780241668412/p/56104273,Español,352,9780241668412,Chile,Tapa Dura,2024,,,"Crimen, Misterio",0,0.0,Libro Nuevo,2,https://images.cdn1.buscalibre.com/fit-in/360x360/e2/ab/e2ab9f00012727f95a5a8d5f1868c986.jpg
El Horror de Dunwich Y Otros Relatos,20190,9090,Editorial Alma,0.55,Libro Físico,H. P. Lovecraft,https://www.buscalibre.cl/libro-el-horror-de-dunwich-y-otros-relatos/9788417430092/p/50694828,Español,352,9788417430092,Chile,Tapa Dura,2018,21.60,15.70,Cuentos clásicos; Ficción clásica,23,5.0,Libro Nuevo,27,https://images.cdn2.buscalibre.com/fit-in/360x360/93/09/9309ea6ed3d6e10082e0e86d695ae08c.jpg
Mandalas Mindfulness (Col. Hobbies),10090,8580,Editorial Alma,0.15,Libro Físico,Anders Producciones,https://www.buscalibre.cl/libro-mandalas-mindfulness-col-hobbies/9788418008252/p/53031940,Español,96,9788418008252,Chile,Tapa Blanda,2020,,,Actividades y coloreado para adultos,2,5.0,Libro Nuevo,18,https://images.cdn2.buscalibre.com/fit-in/360x360/35/e4/35e4bbfd22ddcdb6f19df8b69d07e23e.jpg
Manhole nº 02,13490,11470,Planeta Deagostini Cómics,0.15,Libro Físico,Tetsuya Tutsui,https://www.buscalibre.cl/libro-manhole-n-02/9788416889709/p/48153930,Español,320,9788416889709,Chile,Tapa Blanda,2017,18.00,12.80,Manga: kodomo; Manga: seinen; Niños de 14 años,1,4.0,Libro Nuevo,10,https://images.cdn2.buscalibre.com/fit-in/360x360/59/dd/59dd747a1c7cc3ee547a5f0bcc6927e4.jpg
Spidey y sus Sorprendentes Amigos. Cómic 3,9900,8420,Editorial Planeta Chilena S.A.,0.15,Libro Físico,Marvel,https://www.buscalibre.cl/libro-spidey-y-sus-sorprendentes-amigos-comic-3/9789566232728/p/62374620,Español,64,9789566232728,Chile,Tapa Blanda,2024,13.00,21.00,"Infantiles, juveniles y didácticos",0,0.0,Libro Nuevo,51,https://images.cdn2.buscalibre.com/fit-in/360x360/9c/aa/9caa1c992f3e14e4278a23a550bfbe1d.jpg
La Pista de Hielo,11000,9350,Penguin Random House Grupo Editorial,0.15,Libro Físico,Bolaño Roberto,https://www.buscalibre.cl/libro-la-pista-de-hielo/9789563255560/p/61573646,Español,200,9789563255560,Chile,Tapa Blanda,2023,12.00,19.00,"Suspenso, Crimen",0,0.0,Libro Nuevo,12,https://images.cdn2.buscalibre.com/fit-in/360x360/47/cf/47cfb0eaec623e40ad62fee607baeffd.jpg
Criaturas Imposibles,43800,21900,Destino Infantil&Juvenil,0.50,Libro Físico,Katherine Rundell,https://www.buscalibre.cl/libro-criaturas-imposibles/9788408286974/p/56129757,Español,384,9788408286974,Chile,Tapa Dura,2024,21.00,15.00,"Fantasía, Aventura",2,3.5,Libro Nuevo,16,https://images.cdn1.buscalibre.com/fit-in/360x360/45/35/4535f4872bed9bd7b02cb9ef99c0167a.jpg
Sicarios de Pinochet. La crónica secreta de un complot,14900,12670,Fondo de Cultura Económica,0.15,Libro Físico,Benedicto Castillo Irribarra,https://www.buscalibre.cl/libro-sicarios-de-pinochet-la-cronica-secreta-de-un-complot/9789562893619/p/62424387,Español,253,9789562893619,Chile,Tapa Blanda,2024,21.00,0.00,Crímenes reales; Reportajes y periodismo; Sociedad y ciencias sociales,1,5.0,Libro Nuevo,20,https://images.cdn2.buscalibre.com/fit-in/360x360/ab/92/ab926c16999d531e540b052d1f3ccc32.jpg
La Hermandad de la Sabana Santa,14000,11900,Debolsillo,0.15,Libro Físico,Julia Navarro,https://www.buscalibre.cl/libro-la-hermandad-de-la-sabana-santa/9786073116244/p/27945857,Español,526,9786073116244,Chile,Tapa Blanda,2013,,,Enigmas y crímenes históricos; Ficción literaria,2,4.0,Libro Nuevo,25,https://images.cdn1.buscalibre.com/fit-in/360x360/63/81/638197e8659751935f3472dc1d4d6a92.jpg
Fatamorgana de amor con banda de música,11000,9350,Debolsillo,0.15,Libro Físico,Hernán Rivera Letelier,https://www.buscalibre.cl/libro-fatamorgana-de-amor-con-banda-de-musica/9789563252392/p/47297702,Español,274,9789563252392,Chile,Tapa Blanda,2016,12.00,19.00,Ficción literaria,6,5.0,Libro Nuevo,8,https://images.cdn3.buscalibre.com/fit-in/360x360/88/3f/883fe88ccd51a130e709927ca965f98a.jpg
¿dónde está la pelota?,9800,1960,anaya infantil y juvenil,0.80,Libro Físico,Pía Vilarrubias Codina,https://www.buscalibre.cl/libro-donde-esta-la-pelota/9788420712543/p/3037716,Español,36,9788420712543,Chile,,2017,,,"Infantil, Cuentos",0,0.0,Libro Nuevo,4,https://image.cdn1.buscalibre.com/3212230.__RS360x360__.jpg
Correspondencia,22000,18700,ALFAGUARA,0.15,Libro Físico,José Donoso ; Carlos Fuentes,https://www.buscalibre.cl/libro-correspondencia/9789563844955/p/62433412,Español,368,9789563844955,Chile,Audio CD,2024,,,Ensayos y correspondencia,1,5.0,Libro Nuevo,98,https://images.cdn2.buscalibre.com/fit-in/360x360/16/7b/167bb686a82203a98277dea178979212.jpg
La Mujer del río,16000,10400,Penguin Random House Grupo Editorial,0.35,Libro Físico,Paula Ilabaca,https://www.buscalibre.cl/libro-la-mujer-del-rio/9789562626620/p/60698783,Español,184,9789562626620,Chile,Tapa Blanda,2024,15.00,23.00,Ficción moderna y contemporánea,1,1.0,Libro Nuevo,74,https://images.cdn1.buscalibre.com/fit-in/360x360/07/ed/07ed47ef4a9cb0566d3b9b0bd0dbf1ac.jpg
La saga de los longevos 1. La Vieja Familia,21900,19710,Planeta,0.10,Libro Físico,Eva García Sáenz de Urturi,https://www.buscalibre.cl/libro-la-saga-de-los-longevos-1-la-vieja-familia/9789564086613/p/62994376,Español,480,9789564086613,Chile,Tapa Dura,2024,15.00,23.00,Fantasía,0,0.0,Libro Nuevo,100,https://images.cdn2.buscalibre.com/fit-in/360x360/f4/b8/f4b83a153d459e3ce7521e2ff3caefb3.jpg
El Viaje de Nina,30000,17050,Penguin Random House Grupo Editorial,0.43,Libro Físico,Trujillo Espinoza Marcela,https://www.buscalibre.cl/libro-el-viaje-de-nina/9789566206439/p/60699018,Español,244,9789566206439,Chile,Tapa Blanda,2024,20.00,27.00,Con ilustraciones de personajes,1,5.0,Libro Nuevo,33,https://images.cdn3.buscalibre.com/fit-in/360x360/22/e4/22e48412f6aebd1315550173f607d209.jpg
